icd,cc,version,year
G918,51,10,2016
G919,51,10,2016
G931,80,10,2016
G935,80,10,2016
G936,80,10,2016
G937,52,10,2016
G950,72,10,2016
G9511,72,10,2016
G9519,72,10,2016
G9520,72,10,2016
G9529,72,10,2016
G9581,72,10,2016
G9589,72,10,2016
G959,72,10,2016
G990,75,10,2016
G992,72,10,2016
H3532,124,10,2016
H4310,122,10,2016
H4311,122,10,2016
H4312,122,10,2016
H4313,122,10,2016
H49811,23,10,2016
H49812,23,10,2016
H49813,23,10,2016
H49819,23,10,2016
I0981,85,10,2016
I110,85,10,2016
I120,136,10,2016
I129,139,10,2016
I130,85,10,2016
I130,139,10,2016
I1310,139,10,2016
I1311,136,10,2016
I132,85,10,2016
I132,136,10,2016
I200,87,10,2016
I201,88,10,2016
I208,88,10,2016
I209,88,10,2016
I2101,86,10,2016
I2102,86,10,2016
I2109,86,10,2016
I2111,86,10,2016
I2119,86,10,2016
I2121,86,10,2016
I2129,86,10,2016
I213,86,10,2016
I214,86,10,2016
I220,86,10,2016
I221,86,10,2016
I222,86,10,2016
I228,86,10,2016
I229,86,10,2016
I230,87,10,2016
I231,87,10,2016
I232,87,10,2016
I233,87,10,2016
I234,86,10,2016
I235,86,10,2016
I236,87,10,2016
I237,87,10,2016
I238,87,10,2016
I240,87,10,2016
I241,87,10,2016
I248,87,10,2016
I249,87,10,2016
I25110,87,10,2016
I25111,88,10,2016
I25118,88,10,2016
I25119,88,10,2016
I25700,87,10,2016
I25701,88,10,2016
I25708,88,10,2016
I25709,88,10,2016
I25710,87,10,2016
I25711,88,10,2016
I25718,88,10,2016
I25719,88,10,2016
I25720,87,10,2016
I25721,88,10,2016
I25728,88,10,2016
I25729,88,10,2016
I25730,87,10,2016
I25731,88,10,2016
I25738,88,10,2016
I25739,88,10,2016
I25750,87,10,2016
I25751,88,10,2016
I25758,88,10,2016
I25759,88,10,2016
I25760,87,10,2016
I25761,88,10,2016
I25768,88,10,2016
I25769,88,10,2016
I25790,87,10,2016
I25791,88,10,2016
I25798,88,10,2016
I25799,88,10,2016
I2601,85,10,2016
I2601,107,10,2016
I2602,85,10,2016
I2602,107,10,2016
I2609,85,10,2016
I2609,107,10,2016
I2690,107,10,2016
I2692,107,10,2016
I2699,107,10,2016
I270,85,10,2016
I271,85,10,2016
I272,85,10,2016
I2781,85,10,2016
I2782,107,10,2016
I2789,85,10,2016
I279,85,10,2016
I280,85,10,2016
I281,85,10,2016
I288,85,10,2016
I289,85,10,2016
I420,85,10,2016
I421,85,10,2016
I422,85,10,2016
I423,85,10,2016
I424,85,10,2016
I425,85,10,2016
I426,85,10,2016
I427,85,10,2016
I428,85,10,2016
I429,85,10,2016
I43,85,10,2016
I442,96,10,2016
I462,84,10,2016
I468,84,10,2016
I469,84,10,2016
I470,96,10,2016
I471,96,10,2016
I472,96,10,2016
I479,96,10,2016
I480,96,10,2016
I481,96,10,2016
I482,96,10,2016
I483,96,10,2016
I484,96,10,2016
I4891,96,10,2016
I4892,96,10,2016
I4901,84,10,2016
I4902,84,10,2016
I492,96,10,2016
I495,96,10,2016
I501,85,10,2016
I5020,85,10,2016
I5021,85,10,2016
I5022,85,10,2016
I5023,85,10,2016
I5030,85,10,2016
I5031,85,10,2016
I5032,85,10,2016
I5033,85,10,2016
I5040,85,10,2016
I5041,85,10,2016
I5042,85,10,2016
I5043,85,10,2016
I509,85,10,2016
I511,86,10,2016
I512,86,10,2016
I514,85,10,2016
I515,85,10,2016
I6000,99,10,2016
I6001,99,10,2016
I6002,99,10,2016
I6010,99,10,2016
I6011,99,10,2016
I6012,99,10,2016
I6020,99,10,2016
I6021,99,10,2016
I6022,99,10,2016
I6030,99,10,2016
I6031,99,10,2016
I6032,99,10,2016
I604,99,10,2016
I6050,99,10,2016
I6051,99,10,2016
I6052,99,10,2016
I606,99,10,2016
I607,99,10,2016
I608,99,10,2016
I609,99,10,2016
I610,99,10,2016
I611,99,10,2016
I612,99,10,2016
I613,99,10,2016
I614,99,10,2016
I615,99,10,2016
I616,99,10,2016
I618,99,10,2016
I619,99,10,2016
I6200,99,10,2016
I6201,99,10,2016
I6202,99,10,2016
I6203,99,10,2016
I621,99,10,2016
I629,99,10,2016
I6300,100,10,2016
I63011,100,10,2016
I63012,100,10,2016
I63019,100,10,2016
I6302,100,10,2016
I63031,100,10,2016
I63032,100,10,2016
I63039,100,10,2016
I6309,100,10,2016
I6310,100,10,2016
I63111,100,10,2016
I63112,100,10,2016
I63119,100,10,2016
I6312,100,10,2016
I63131,100,10,2016
I63132,100,10,2016
I63139,100,10,2016
I6319,100,10,2016
I6320,100,10,2016
I63211,100,10,2016
I63212,100,10,2016
I63219,100,10,2016
I6322,100,10,2016
I63231,100,10,2016
I63232,100,10,2016
I63239,100,10,2016
I6329,100,10,2016
I6330,100,10,2016
I63311,100,10,2016
I63312,100,10,2016
I63319,100,10,2016
I63321,100,10,2016
I63322,100,10,2016
I63329,100,10,2016
I63331,100,10,2016
I63332,100,10,2016
I63339,100,10,2016
I63341,100,10,2016
I63342,100,10,2016
I63349,100,10,2016
I6339,100,10,2016
I6340,100,10,2016
I63411,100,10,2016
I63412,100,10,2016
I63419,100,10,2016
I63421,100,10,2016
I63422,100,10,2016
I63429,100,10,2016
I63431,100,10,2016
I63432,100,10,2016
I63439,100,10,2016
I63441,100,10,2016
I63442,100,10,2016
I63449,100,10,2016
I6349,100,10,2016
I6350,100,10,2016
I63511,100,10,2016
I63512,100,10,2016
I63519,100,10,2016
I63521,100,10,2016
I63522,100,10,2016
I63529,100,10,2016
I63531,100,10,2016
I63532,100,10,2016
I63539,100,10,2016
I63541,100,10,2016
I63542,100,10,2016
I63549,100,10,2016
I6359,100,10,2016
I636,100,10,2016
I638,100,10,2016
I639,100,10,2016
I670,107,10,2016
I673,52,10,2016
I69031,104,10,2016
I69032,104,10,2016
I69033,104,10,2016
I69034,104,10,2016
I69039,104,10,2016
I69041,104,10,2016
I69042,104,10,2016
I69043,104,10,2016
I69044,104,10,2016
I69049,104,10,2016
I69051,103,10,2016
I69052,103,10,2016
I69053,103,10,2016
I69054,103,10,2016
I69059,103,10,2016
I69061,104,10,2016
I69062,104,10,2016
I69063,104,10,2016
I69064,104,10,2016
I69065,104,10,2016
I69069,104,10,2016
I69131,104,10,2016
I69132,104,10,2016
I69133,104,10,2016
I69134,104,10,2016
I69139,104,10,2016
I69141,104,10,2016
I69142,104,10,2016
I69143,104,10,2016
I69144,104,10,2016
I69149,104,10,2016
I69151,103,10,2016
I69152,103,10,2016
I69153,103,10,2016
I69154,103,10,2016
I69159,103,10,2016
I69161,104,10,2016
I69162,104,10,2016
I69163,104,10,2016
I69164,104,10,2016
I69165,104,10,2016
I69169,104,10,2016
I69231,104,10,2016
I69232,104,10,2016
I69233,104,10,2016
I69234,104,10,2016
I69239,104,10,2016
I69241,104,10,2016
I69242,104,10,2016
I69243,104,10,2016
I69244,104,10,2016
I69249,104,10,2016
I69251,103,10,2016
I69252,103,10,2016
I69253,103,10,2016
I69254,103,10,2016
I69259,103,10,2016
I69261,104,10,2016
I69262,104,10,2016
I69263,104,10,2016
I69264,104,10,2016
I69265,104,10,2016
I69269,104,10,2016
I69331,104,10,2016
I69332,104,10,2016
I69333,104,10,2016
I69334,104,10,2016
I69339,104,10,2016
I69341,104,10,2016
I69342,104,10,2016
I69343,104,10,2016
I69344,104,10,2016
I69349,104,10,2016
I69351,103,10,2016
I69352,103,10,2016
I69353,103,10,2016
I69354,103,10,2016
I69359,103,10,2016
I69361,104,10,2016
I69362,104,10,2016
I69363,104,10,2016
I69364,104,10,2016
I69365,104,10,2016
I69369,104,10,2016
I69831,104,10,2016
I69832,104,10,2016
I69833,104,10,2016
I69834,104,10,2016
I69839,104,10,2016
I69841,104,10,2016
I69842,104,10,2016
I69843,104,10,2016
I69844,104,10,2016
I69849,104,10,2016
I69851,103,10,2016
I69852,103,10,2016
I69853,103,10,2016
I69854,103,10,2016
I69859,103,10,2016
I69861,104,10,2016
I69862,104,10,2016
I69863,104,10,2016
I69864,104,10,2016
I69865,104,10,2016
I69869,104,10,2016
I69931,104,10,2016
I69932,104,10,2016
I69933,104,10,2016
I69934,104,10,2016
I69939,104,10,2016
I69941,104,10,2016
I69942,104,10,2016
I69943,104,10,2016
I69944,104,10,2016
I69949,104,10,2016
I69951,103,10,2016
I69952,103,10,2016
I69953,103,10,2016
I69954,103,10,2016
I69959,103,10,2016
I69961,104,10,2016
I69962,104,10,2016
I69963,104,10,2016
I69964,104,10,2016
I69965,104,10,2016
I69969,104,10,2016
I700,108,10,2016
I701,108,10,2016
I70201,108,10,2016
I70202,108,10,2016
I70203,108,10,2016
I70208,108,10,2016
I70209,108,10,2016
I70211,108,10,2016
I70212,108,10,2016
I70213,108,10,2016
I70218,108,10,2016
I70219,108,10,2016
I70221,108,10,2016
I70222,108,10,2016
I70223,108,10,2016
I70228,108,10,2016
I70229,108,10,2016
I70231,106,10,2016
I70231,161,10,2016
I70232,106,10,2016
I70232,161,10,2016
I70233,106,10,2016
I70233,161,10,2016
I70234,106,10,2016
I70234,161,10,2016
I70235,106,10,2016
I70235,161,10,2016
I70238,106,10,2016
I70238,161,10,2016
I70239,106,10,2016
I70239,161,10,2016
I70241,106,10,2016
I70241,161,10,2016
I70242,106,10,2016
I70242,161,10,2016
I70243,106,10,2016
I70243,161,10,2016
I70244,106,10,2016
I70244,161,10,2016
I70245,106,10,2016
I70245,161,10,2016
I70248,106,10,2016
I70248,161,10,2016
I70249,106,10,2016
I70249,161,10,2016
I7025,106,10,2016
I7025,161,10,2016
I70261,106,10,2016
I70262,106,10,2016
I70263,106,10,2016
I70268,106,10,2016
I70269,106,10,2016
I70291,108,10,2016
I70292,108,10,2016
I70293,108,10,2016
I70298,108,10,2016
I70299,108,10,2016
I70301,108,10,2016
I70302,108,10,2016
I70303,108,10,2016
I70308,108,10,2016
I70309,108,10,2016
I70311,108,10,2016
I70312,108,10,2016
I70313,108,10,2016
I70318,108,10,2016
I70319,108,10,2016
I70321,108,10,2016
I70322,108,10,2016
I70323,108,10,2016
I70328,108,10,2016
I70329,108,10,2016
I70331,106,10,2016
I70331,161,10,2016
I70332,106,10,2016
I70332,161,10,2016
I70333,106,10,2016
I70333,161,10,2016
I70334,106,10,2016
I70334,161,10,2016
I70335,106,10,2016
I70335,161,10,2016
I70338,106,10,2016
I70338,161,10,2016
I70339,106,10,2016
I70339,161,10,2016
I70341,106,10,2016
I70341,161,10,2016
I70342,106,10,2016
I70342,161,10,2016
I70343,106,10,2016
I70343,161,10,2016
I70344,106,10,2016
I70344,161,10,2016
I70345,106,10,2016
I70345,161,10,2016
I70348,106,10,2016
I70348,161,10,2016
I70349,106,10,2016
I70349,161,10,2016
I7035,106,10,2016
I7035,161,10,2016
I70361,106,10,2016
I70362,106,10,2016
I70363,106,10,2016
I70368,106,10,2016
I70369,106,10,2016
I70391,108,10,2016
I70392,108,10,2016
I70393,108,10,2016
I70398,108,10,2016
I70399,108,10,2016
I70401,108,10,2016
I70402,108,10,2016
I70403,108,10,2016
I70408,108,10,2016
I70409,108,10,2016
I70411,108,10,2016
I70412,108,10,2016
I70413,108,10,2016
I70418,108,10,2016
I70419,108,10,2016
I70421,108,10,2016
I70422,108,10,2016
I70423,108,10,2016
I70428,108,10,2016
I70429,108,10,2016
I70431,106,10,2016
I70431,161,10,2016
I70432,106,10,2016
I70432,161,10,2016
I70433,106,10,2016
I70433,161,10,2016
I70434,106,10,2016
I70434,161,10,2016
I70435,106,10,2016
I70435,161,10,2016
I70438,106,10,2016
I70438,161,10,2016
I70439,106,10,2016
I70439,161,10,2016
I70441,106,10,2016
I70441,161,10,2016
I70442,106,10,2016
I70442,161,10,2016
I70443,106,10,2016
I70443,161,10,2016
I70444,106,10,2016
I70444,161,10,2016
I70445,106,10,2016
I70445,161,10,2016
I70448,106,10,2016
I70448,161,10,2016
I70449,106,10,2016
I70449,161,10,2016
I7045,106,10,2016
I7045,161,10,2016
I70461,106,10,2016
I70462,106,10,2016
I70463,106,10,2016
I70468,106,10,2016
I70469,106,10,2016
I70491,108,10,2016
I70492,108,10,2016
I70493,108,10,2016
I70498,108,10,2016
I70499,108,10,2016
I70501,108,10,2016
I70502,108,10,2016
I70503,108,10,2016
I70508,108,10,2016
I70509,108,10,2016
I70511,108,10,2016
I70512,108,10,2016
I70513,108,10,2016
I70518,108,10,2016
I70519,108,10,2016
I70521,108,10,2016
I70522,108,10,2016
I70523,108,10,2016
I70528,108,10,2016
I70529,108,10,2016
I70531,106,10,2016
I70531,161,10,2016
I70532,106,10,2016
I70532,161,10,2016
I70533,106,10,2016
I70533,161,10,2016
I70534,106,10,2016
I70534,161,10,2016
I70535,106,10,2016
I70535,161,10,2016
I70538,106,10,2016
I70538,161,10,2016
I70539,106,10,2016
I70539,161,10,2016
I70541,106,10,2016
I70541,161,10,2016
I70542,106,10,2016
I70542,161,10,2016
I70543,106,10,2016
I70543,161,10,2016
I70544,106,10,2016
I70544,161,10,2016
I70545,106,10,2016
I70545,161,10,2016
I70548,106,10,2016
I70548,161,10,2016
I70549,106,10,2016
I70549,161,10,2016
I7055,106,10,2016
I7055,161,10,2016
I70561,106,10,2016
I70562,106,10,2016
I70563,106,10,2016
I70568,106,10,2016
I70569,106,10,2016
I70591,108,10,2016
I70592,108,10,2016
I70593,108,10,2016
I70598,108,10,2016
I70599,108,10,2016
I70601,108,10,2016
I70602,108,10,2016
I70603,108,10,2016
I70608,108,10,2016
I70609,108,10,2016
I70611,108,10,2016
I70612,108,10,2016
I70613,108,10,2016
I70618,108,10,2016
I70619,108,10,2016
I70621,108,10,2016
I70622,108,10,2016
I70623,108,10,2016
I70628,108,10,2016
I70629,108,10,2016
I70631,106,10,2016
I70631,161,10,2016
I70632,106,10,2016
I70632,161,10,2016
I70633,106,10,2016
I70633,161,10,2016
I70634,106,10,2016
I70634,161,10,2016
I70635,106,10,2016
I70635,161,10,2016
I70638,106,10,2016
I70638,161,10,2016
I70639,106,10,2016
I70639,161,10,2016
I70641,106,10,2016
I70641,161,10,2016
I70642,106,10,2016
I70642,161,10,2016
I70643,106,10,2016
I70643,161,10,2016
I70644,106,10,2016
I70644,161,10,2016
I70645,106,10,2016
I70645,161,10,2016
I70648,106,10,2016
I70648,161,10,2016
I70649,106,10,2016
I70649,161,10,2016
I7065,106,10,2016
I7065,161,10,2016
I70661,106,10,2016
I70662,106,10,2016
I70663,106,10,2016
I70668,106,10,2016
I70669,106,10,2016
I70691,108,10,2016
I70692,108,10,2016
I70693,108,10,2016
I70698,108,10,2016
I70699,108,10,2016
I70701,108,10,2016
I70702,108,10,2016
I70703,108,10,2016
I70708,108,10,2016
I70709,108,10,2016
I70711,108,10,2016
I70712,108,10,2016
I70713,108,10,2016
I70718,108,10,2016
I70719,108,10,2016
I70721,108,10,2016
I70722,108,10,2016
I70723,108,10,2016
I70728,108,10,2016
I70729,108,10,2016
I70731,106,10,2016
I70731,161,10,2016
I70732,106,10,2016
I70732,161,10,2016
I70733,106,10,2016
I70733,161,10,2016
I70734,106,10,2016
I70734,161,10,2016
I70735,106,10,2016
I70735,161,10,2016
I70738,106,10,2016
I70738,161,10,2016
I70739,106,10,2016
I70739,161,10,2016
I70741,106,10,2016
I70741,161,10,2016
I70742,106,10,2016
I70742,161,10,2016
I70743,106,10,2016
I70743,161,10,2016
I70744,106,10,2016
I70744,161,10,2016
I70745,106,10,2016
I70745,161,10,2016
I70748,106,10,2016
I70748,161,10,2016
I70749,106,10,2016
I70749,161,10,2016
I7075,106,10,2016
I7075,161,10,2016
I70761,106,10,2016
I70762,106,10,2016
I70763,106,10,2016
I70768,106,10,2016
I70769,106,10,2016
I70791,108,10,2016
I70792,108,10,2016
I70793,108,10,2016
I70798,108,10,2016
I70799,108,10,2016
I7092,108,10,2016
I7100,107,10,2016
I7101,107,10,2016
I7102,107,10,2016
I7103,107,10,2016
I711,107,10,2016
I712,108,10,2016
I713,107,10,2016
I714,108,10,2016
I715,107,10,2016
I716,108,10,2016
I718,107,10,2016
I719,108,10,2016
I720,108,10,2016
I721,108,10,2016
I722,108,10,2016
I723,108,10,2016
I724,108,10,2016
I728,108,10,2016
I729,108,10,2016
I7301,106,10,2016
I731,108,10,2016
I7381,108,10,2016
I7389,108,10,2016
I739,108,10,2016
I7401,107,10,2016
I7409,107,10,2016
I7410,107,10,2016
I7411,107,10,2016
I7419,107,10,2016
I742,107,10,2016
I743,107,10,2016
I744,107,10,2016
I745,107,10,2016
I748,107,10,2016
I749,107,10,2016
I75011,107,10,2016
I75012,107,10,2016
I75013,107,10,2016
I75019,107,10,2016
I75021,107,10,2016
I75022,107,10,2016
I75023,107,10,2016
I75029,107,10,2016
I7581,107,10,2016
I7589,107,10,2016
I76,107,10,2016
I770,108,10,2016
I771,108,10,2016
I772,108,10,2016
I773,108,10,2016
I774,108,10,2016
I775,108,10,2016
I776,108,10,2016
I7771,107,10,2016
I7772,107,10,2016
I7773,107,10,2016
I7774,107,10,2016
I7779,107,10,2016
I77810,108,10,2016
I77811,108,10,2016
I77812,108,10,2016
I77819,108,10,2016
I7789,108,10,2016
I779,108,10,2016
I780,108,10,2016
I790,108,10,2016
I791,108,10,2016
I798,108,10,2016
I8010,108,10,2016
I8011,108,10,2016
I8012,108,10,2016
I8013,108,10,2016
I80201,108,10,2016
I80202,108,10,2016
I80203,108,10,2016
I80209,108,10,2016
I80211,108,10,2016
I80212,108,10,2016
I80213,108,10,2016
I80219,108,10,2016
I80221,108,10,2016
I80222,108,10,2016
I80223,108,10,2016
I80229,108,10,2016
I80231,108,10,2016
I80232,108,10,2016
I80233,108,10,2016
I80239,108,10,2016
I80291,108,10,2016
I80292,108,10,2016
I80293,108,10,2016
I80299,108,10,2016
I820,108,10,2016
I82210,108,10,2016
I82211,108,10,2016
I82220,108,10,2016
I82221,108,10,2016
I82290,108,10,2016
I82291,108,10,2016
I823,108,10,2016
I82401,108,10,2016
I82402,108,10,2016
I82403,108,10,2016
I82409,108,10,2016
I82411,108,10,2016
I82412,108,10,2016
I82413,108,10,2016
I82419,108,10,2016
I82421,108,10,2016
I82422,108,10,2016
I82423,108,10,2016
I82429,108,10,2016
I82431,108,10,2016
I82432,108,10,2016
I82433,108,10,2016
I82439,108,10,2016
I82441,108,10,2016
I82442,108,10,2016
I82443,108,10,2016
I82449,108,10,2016
I82491,108,10,2016
I82492,108,10,2016
I82493,108,10,2016
I82499,108,10,2016
I824Y1,108,10,2016
I824Y2,108,10,2016
I824Y3,108,10,2016
I824Y9,108,10,2016
I824Z1,108,10,2016
I824Z2,108,10,2016
I824Z3,108,10,2016
I824Z9,108,10,2016
I82501,108,10,2016
I82502,108,10,2016
I82503,108,10,2016
I82509,108,10,2016
I82511,108,10,2016
I82512,108,10,2016
I82513,108,10,2016
I82519,108,10,2016
I82521,108,10,2016
I82522,108,10,2016
I82523,108,10,2016
I82529,108,10,2016
I82531,108,10,2016
I82532,108,10,2016
I82533,108,10,2016
I82539,108,10,2016
I82541,108,10,2016
I82542,108,10,2016
I82543,108,10,2016
I82549,108,10,2016
I82591,108,10,2016
I82592,108,10,2016
I82593,108,10,2016
I82599,108,10,2016
I825Y1,108,10,2016
I825Y2,108,10,2016
I825Y3,108,10,2016
I825Y9,108,10,2016
I825Z1,108,10,2016
I825Z2,108,10,2016
I825Z3,108,10,2016
I825Z9,108,10,2016
I82621,108,10,2016
I82622,108,10,2016
I82623,108,10,2016
I82629,108,10,2016
I82721,108,10,2016
I82722,108,10,2016
I82723,108,10,2016
I82729,108,10,2016
I82A11,108,10,2016
I82A12,108,10,2016
I82A13,108,10,2016
I82A19,108,10,2016
I82A21,108,10,2016
I82A22,108,10,2016
I82A23,108,10,2016
I82A29,108,10,2016
I82B11,108,10,2016
I82B12,108,10,2016
I82B13,108,10,2016
I82B19,108,10,2016
I82B21,108,10,2016
I82B22,108,10,2016
I82B23,108,10,2016
I82B29,108,10,2016
I82C11,108,10,2016
I82C12,108,10,2016
I82C13,108,10,2016
I82C19,108,10,2016
I82C21,108,10,2016
I82C22,108,10,2016
I82C23,108,10,2016
I82C29,108,10,2016
I83001,107,10,2016
I83002,107,10,2016
I83003,107,10,2016
I83004,107,10,2016
I83005,107,10,2016
I83008,107,10,2016
I83009,107,10,2016
I83011,107,10,2016
I83012,107,10,2016
I83013,107,10,2016
I83014,107,10,2016
I83015,107,10,2016
I83018,107,10,2016
I83019,107,10,2016
I83021,107,10,2016
I83022,107,10,2016
I83023,107,10,2016
I83024,107,10,2016
I83025,107,10,2016
I83028,107,10,2016
I83029,107,10,2016
I83201,107,10,2016
I83202,107,10,2016
I83203,107,10,2016
I83204,107,10,2016
I83205,107,10,2016
I83208,107,10,2016
I83209,107,10,2016
I83211,107,10,2016
I83212,107,10,2016
I83213,107,10,2016
I83214,107,10,2016
I83215,107,10,2016
I83218,107,10,2016
I83219,107,10,2016
I83221,107,10,2016
I83222,107,10,2016
I83223,107,10,2016
I83224,107,10,2016
I83225,107,10,2016
I83228,107,10,2016
I83229,107,10,2016
I8500,27,10,2016
I8501,27,10,2016
I8510,27,10,2016
I8511,27,10,2016
I87011,107,10,2016
I87012,107,10,2016
I87013,107,10,2016
I87019,107,10,2016
I87031,107,10,2016
I87032,107,10,2016
I87033,107,10,2016
I87039,107,10,2016
I87311,107,10,2016
I87312,107,10,2016
I87313,107,10,2016
I87319,107,10,2016
I87331,107,10,2016
I87332,107,10,2016
I87333,107,10,2016
I87339,107,10,2016
I96,106,10,2016
I97810,100,10,2016
I97811,100,10,2016
I97820,100,10,2016
I97821,100,10,2016
J13,115,10,2016
J14,115,10,2016
J150,114,10,2016
J151,114,10,2016
J1520,114,10,2016
J15211,114,10,2016
J15212,114,10,2016
J1529,114,10,2016
J153,115,10,2016
J154,115,10,2016
J155,114,10,2016
J156,114,10,2016
J158,114,10,2016
J181,115,10,2016
J410,111,10,2016
J411,111,10,2016
J418,111,10,2016
J42,111,10,2016
J430,111,10,2016
J431,111,10,2016
J432,111,10,2016
J438,111,10,2016
J439,111,10,2016
J440,111,10,2016
J441,111,10,2016
J449,111,10,2016
J470,112,10,2016
J471,112,10,2016
J479,112,10,2016
J60,112,10,2016
J61,112,10,2016
J620,112,10,2016
J628,112,10,2016
J630,112,10,2016
J631,112,10,2016
J632,112,10,2016
J633,112,10,2016
J634,112,10,2016
J635,112,10,2016
J636,112,10,2016
J64,112,10,2016
J65,112,10,2016
J660,112,10,2016
J661,112,10,2016
J662,112,10,2016
J668,112,10,2016
J670,112,10,2016
J671,112,10,2016
J672,112,10,2016
J673,112,10,2016
J674,112,10,2016
J675,112,10,2016
J676,112,10,2016
J677,112,10,2016
J678,112,10,2016
J679,112,10,2016
J680,112,10,2016
J681,112,10,2016
J682,112,10,2016
J683,112,10,2016
J684,112,10,2016
J688,112,10,2016
J689,112,10,2016
J690,114,10,2016
J691,114,10,2016
J698,114,10,2016
J700,112,10,2016
J701,112,10,2016
J702,112,10,2016
J703,112,10,2016
J704,112,10,2016
J705,112,10,2016
J708,112,10,2016
J709,112,10,2016
J80,84,10,2016
J810,84,10,2016
J82,112,10,2016
J8401,112,10,2016
J8402,112,10,2016
J8403,112,10,2016
J8409,112,10,2016
J8410,112,10,2016
J84111,112,10,2016
J84112,112,10,2016
J84113,112,10,2016
J84114,112,10,2016
J84115,112,10,2016
J84116,112,10,2016
J84117,112,10,2016
J8417,112,10,2016
J842,112,10,2016
J8481,112,10,2016
J8482,112,10,2016
J8483,112,10,2016
J84841,112,10,2016
J84842,112,10,2016
J84843,112,10,2016
J84848,112,10,2016
J8489,112,10,2016
J849,112,10,2016
J850,115,10,2016
J851,115,10,2016
J852,115,10,2016
J853,115,10,2016
J860,115,10,2016
J869,115,10,2016
J9500,82,10,2016
J9501,82,10,2016
J9502,82,10,2016
J9503,82,10,2016
J9504,82,10,2016
J9509,82,10,2016
J951,84,10,2016
J952,84,10,2016
J953,84,10,2016
J95821,84,10,2016
J95822,84,10,2016
J95850,82,10,2016
J95851,114,10,2016
J95859,82,10,2016
J9600,84,10,2016
J9601,84,10,2016
J9602,84,10,2016
J9610,84,10,2016
J9611,84,10,2016
J9612,84,10,2016
J9620,84,10,2016
J9621,84,10,2016
J9622,84,10,2016
J9690,84,10,2016
J9691,84,10,2016
J9692,84,10,2016
J982,111,10,2016
J983,111,10,2016
J99,112,10,2016
K251,33,10,2016
K252,33,10,2016
K255,33,10,2016
K256,33,10,2016
K261,33,10,2016
K262,33,10,2016
K265,33,10,2016
K266,33,10,2016
K271,33,10,2016
K272,33,10,2016
K275,33,10,2016
K276,33,10,2016
K281,33,10,2016
K282,33,10,2016
K285,33,10,2016
K286,33,10,2016
K5000,35,10,2016
K50011,35,10,2016
K50012,33,10,2016
K50012,35,10,2016
K50013,35,10,2016
K50014,35,10,2016
K50018,35,10,2016
K50019,35,10,2016
K5010,35,10,2016
K50111,35,10,2016
K50112,33,10,2016
K50112,35,10,2016
K50113,35,10,2016
K50114,35,10,2016
K50118,35,10,2016
K50119,35,10,2016
K5080,35,10,2016
K50811,35,10,2016
K50812,33,10,2016
K50812,35,10,2016
K50813,35,10,2016
K50814,35,10,2016
K50818,35,10,2016
K50819,35,10,2016
K5090,35,10,2016
K50911,35,10,2016
K50912,33,10,2016
K50912,35,10,2016
K50913,35,10,2016
K50914,35,10,2016
K50918,35,10,2016
K50919,35,10,2016
K5100,35,10,2016
K51011,35,10,2016
K51012,33,10,2016
K51012,35,10,2016
K51013,35,10,2016
K51014,35,10,2016
K51018,35,10,2016
K51019,35,10,2016
K5120,35,10,2016
K51211,35,10,2016
K51212,33,10,2016
K51212,35,10,2016
K51213,35,10,2016
K51214,35,10,2016
K51218,35,10,2016
K51219,35,10,2016
K5130,35,10,2016
K51311,35,10,2016
K51312,33,10,2016
K51312,35,10,2016
K51313,35,10,2016
K51314,35,10,2016
K51318,35,10,2016
K51319,35,10,2016
K5140,35,10,2016
K51411,35,10,2016
K51412,33,10,2016
K51412,35,10,2016
K51413,35,10,2016
K51414,35,10,2016
K51418,35,10,2016
K51419,35,10,2016
K5150,35,10,2016
K51511,35,10,2016
K51512,33,10,2016
K51512,35,10,2016
K51513,35,10,2016
K51514,35,10,2016
K51518,35,10,2016
K51519,35,10,2016
K5180,35,10,2016
K51811,35,10,2016
K51812,33,10,2016
K51812,35,10,2016
K51813,35,10,2016
K51814,35,10,2016
K51818,35,10,2016
K51819,35,10,2016
K5190,35,10,2016
K51911,35,10,2016
K51912,33,10,2016
K51912,35,10,2016
K51913,35,10,2016
K51914,35,10,2016
K51918,35,10,2016
K51919,35,10,2016
K550,107,10,2016
K551,108,10,2016
K558,108,10,2016
K559,108,10,2016
K560,33,10,2016
K561,33,10,2016
K562,33,10,2016
K563,33,10,2016
K5641,33,10,2016
K5649,33,10,2016
K565,33,10,2016
K5660,33,10,2016
K5669,33,10,2016
K567,33,10,2016
K631,33,10,2016
K650,33,10,2016
K651,33,10,2016
K652,33,10,2016
K653,33,10,2016
K654,33,10,2016
K658,33,10,2016
K659,33,10,2016
K67,33,10,2016
K6812,33,10,2016
K6819,33,10,2016
K7030,28,10,2016
K7031,28,10,2016
K7040,28,10,2016
K7041,27,10,2016
K7041,28,10,2016
K709,28,10,2016
K7111,27,10,2016
K7201,27,10,2016
K7210,27,10,2016
K7211,27,10,2016
K7290,27,10,2016
K7291,27,10,2016
K730,29,10,2016
K731,29,10,2016
K732,29,10,2016
K738,29,10,2016
K739,29,10,2016
K743,28,10,2016
K744,28,10,2016
K745,28,10,2016
K7460,28,10,2016
K7469,28,10,2016
K754,29,10,2016
K766,27,10,2016
K767,27,10,2016
K7681,27,10,2016
K860,34,10,2016
K861,34,10,2016
K91850,188,10,2016
K91858,188,10,2016
K9400,188,10,2016
