icd,cc,version,year
D6101,46,10,2016
D6109,46,10,2016
D611,46,10,2016
D612,46,10,2016
D613,46,10,2016
D61810,47,10,2016
D61811,47,10,2016
D61818,47,10,2016
D6182,46,10,2016
D6189,46,10,2016
D619,46,10,2016
D640,48,10,2016
D641,48,10,2016
D642,48,10,2016
D643,48,10,2016
D65,48,10,2016
D66,46,10,2016
D67,46,10,2016
D680,48,10,2016
D681,48,10,2016
D682,48,10,2016
D68311,48,10,2016
D68312,48,10,2016
D68318,48,10,2016
D6832,48,10,2016
D684,48,10,2016
D6851,48,10,2016
D6852,48,10,2016
D6859,48,10,2016
D6861,48,10,2016
D6862,48,10,2016
D6869,48,10,2016
D688,48,10,2016
D689,48,10,2016
D690,48,10,2016
D691,48,10,2016
D692,48,10,2016
D693,48,10,2016
D6941,48,10,2016
D6942,48,10,2016
D6949,48,10,2016
D696,48,10,2016
D698,48,10,2016
D699,48,10,2016
D700,47,10,2016
D701,47,10,2016
D702,47,10,2016
D703,47,10,2016
D704,47,10,2016
D708,47,10,2016
D709,47,10,2016
D71,47,10,2016
D720,47,10,2016
D7581,46,10,2016
D7582,48,10,2016
D761,47,10,2016
D762,47,10,2016
D763,47,10,2016
D800,47,10,2016
D801,47,10,2016
D802,47,10,2016
D803,47,10,2016
D804,47,10,2016
D805,47,10,2016
D806,47,10,2016
D807,47,10,2016
D808,47,10,2016
D809,47,10,2016
D810,47,10,2016
D811,47,10,2016
D812,47,10,2016
D813,47,10,2016
D814,47,10,2016
D815,47,10,2016
D816,47,10,2016
D817,47,10,2016
D8189,47,10,2016
D819,47,10,2016
D820,47,10,2016
D821,47,10,2016
D822,47,10,2016
D823,47,10,2016
D824,47,10,2016
D828,47,10,2016
D829,47,10,2016
D830,47,10,2016
D831,47,10,2016
D832,47,10,2016
D838,47,10,2016
D839,47,10,2016
D840,47,10,2016
D841,23,10,2016
D848,47,10,2016
D849,47,10,2016
D860,112,10,2016
D862,112,10,2016
D8682,75,10,2016
D8684,141,10,2016
D891,23,10,2016
D893,47,10,2016
D89810,47,10,2016
D89811,47,10,2016
D89812,47,10,2016
D89813,47,10,2016
D8982,47,10,2016
D8989,47,10,2016
D899,47,10,2016
E035,23,10,2016
E0800,17,10,2016
E0801,17,10,2016
E0810,17,10,2016
E0811,17,10,2016
E0821,18,10,2016
E0821,141,10,2016
E0822,18,10,2016
E0822,139,10,2016
E0829,18,10,2016
E0829,141,10,2016
E08311,18,10,2016
E08319,18,10,2016
E08321,18,10,2016
E08329,18,10,2016
E08331,18,10,2016
E08339,18,10,2016
E08341,18,10,2016
E08349,18,10,2016
E08351,18,10,2016
E08351,122,10,2016
E08359,18,10,2016
E08359,122,10,2016
E0836,18,10,2016
E0839,18,10,2016
E0840,18,10,2016
E0840,75,10,2016
E0841,18,10,2016
E0842,18,10,2016
E0842,75,10,2016
E0843,18,10,2016
E0844,18,10,2016
E0849,18,10,2016
E0851,18,10,2016
E0851,108,10,2016
E0852,18,10,2016
E0852,106,10,2016
E0852,108,10,2016
E0859,18,10,2016
E08610,18,10,2016
E08618,18,10,2016
E08620,18,10,2016
E08621,18,10,2016
E08622,18,10,2016
E08628,18,10,2016
E08630,18,10,2016
E08638,18,10,2016
E08641,17,10,2016
E08649,18,10,2016
E0865,18,10,2016
E0869,18,10,2016
E088,18,10,2016
E089,19,10,2016
E0900,17,10,2016
E0901,17,10,2016
E0910,17,10,2016
E0911,17,10,2016
E0921,18,10,2016
E0921,141,10,2016
E0922,18,10,2016
E0922,139,10,2016
E0929,18,10,2016
E0929,141,10,2016
E09311,18,10,2016
E09319,18,10,2016
E09321,18,10,2016
E09329,18,10,2016
E09331,18,10,2016
E09339,18,10,2016
E09341,18,10,2016
E09349,18,10,2016
E09351,18,10,2016
E09351,122,10,2016
E09359,18,10,2016
E09359,122,10,2016
E0936,18,10,2016
E0939,18,10,2016
E0940,18,10,2016
E0940,75,10,2016
E0941,18,10,2016
E0942,18,10,2016
E0942,75,10,2016
E0943,18,10,2016
E0944,18,10,2016
E0949,18,10,2016
E0951,18,10,2016
E0951,108,10,2016
E0952,18,10,2016
E0952,106,10,2016
E0952,108,10,2016
E0959,18,10,2016
E09610,18,10,2016
E09618,18,10,2016
E09620,18,10,2016
E09621,18,10,2016
E09622,18,10,2016
E09628,18,10,2016
E09630,18,10,2016
E09638,18,10,2016
E09641,17,10,2016
E09649,18,10,2016
E0965,18,10,2016
E0969,18,10,2016
E098,18,10,2016
E099,19,10,2016
E1010,17,10,2016
E1011,17,10,2016
E1021,18,10,2016
E1021,141,10,2016
E1022,18,10,2016
E1022,139,10,2016
E1029,18,10,2016
E1029,141,10,2016
E10311,18,10,2016
E10319,18,10,2016
E10321,18,10,2016
E10329,18,10,2016
E10331,18,10,2016
E10339,18,10,2016
E10341,18,10,2016
E10349,18,10,2016
E10351,18,10,2016
E10351,122,10,2016
E10359,18,10,2016
E10359,122,10,2016
E1036,18,10,2016
E1039,18,10,2016
E1040,18,10,2016
E1040,75,10,2016
E1041,18,10,2016
E1042,18,10,2016
E1042,75,10,2016
E1043,18,10,2016
E1044,18,10,2016
E1049,18,10,2016
E1051,18,10,2016
E1051,108,10,2016
E1052,18,10,2016
E1052,106,10,2016
E1052,108,10,2016
E1059,18,10,2016
E10610,18,10,2016
E10618,18,10,2016
E10620,18,10,2016
E10621,18,10,2016
E10622,18,10,2016
E10628,18,10,2016
E10630,18,10,2016
E10638,18,10,2016
E10641,17,10,2016
E10649,18,10,2016
E1065,18,10,2016
E1069,18,10,2016
E108,18,10,2016
E109,19,10,2016
E1100,17,10,2016
E1101,17,10,2016
E1121,18,10,2016
E1121,141,10,2016
E1122,18,10,2016
E1122,139,10,2016
E1129,18,10,2016
E1129,141,10,2016
E11311,18,10,2016
E11319,18,10,2016
E11321,18,10,2016
E11329,18,10,2016
E11331,18,10,2016
E11339,18,10,2016
E11341,18,10,2016
E11349,18,10,2016
E11351,18,10,2016
E11351,122,10,2016
E11359,18,10,2016
E11359,122,10,2016
E1136,18,10,2016
E1139,18,10,2016
E1140,18,10,2016
E1140,75,10,2016
E1141,18,10,2016
E1142,18,10,2016
E1142,75,10,2016
E1143,18,10,2016
E1144,18,10,2016
E1149,18,10,2016
E1151,18,10,2016
E1151,108,10,2016
E1152,18,10,2016
E1152,106,10,2016
E1152,108,10,2016
E1159,18,10,2016
E11610,18,10,2016
E11618,18,10,2016
E11620,18,10,2016
E11621,18,10,2016
E11622,18,10,2016
E11628,18,10,2016
E11630,18,10,2016
E11638,18,10,2016
E11641,17,10,2016
E11649,18,10,2016
E1165,18,10,2016
E1169,18,10,2016
E118,18,10,2016
E119,19,10,2016
E1300,17,10,2016
E1301,17,10,2016
E1310,17,10,2016
E1311,17,10,2016
E1321,18,10,2016
E1321,141,10,2016
E1322,18,10,2016
E1322,139,10,2016
E1329,18,10,2016
E1329,141,10,2016
E13311,18,10,2016
E13319,18,10,2016
E13321,18,10,2016
E13329,18,10,2016
E13331,18,10,2016
E13339,18,10,2016
E13341,18,10,2016
E13349,18,10,2016
E13351,18,10,2016
E13351,122,10,2016
E13359,18,10,2016
E13359,122,10,2016
E1336,18,10,2016
E1339,18,10,2016
E1340,18,10,2016
E1340,75,10,2016
E1341,18,10,2016
E1342,18,10,2016
E1342,75,10,2016
E1343,18,10,2016
E1344,18,10,2016
E1349,18,10,2016
E1351,18,10,2016
E1351,108,10,2016
E1352,18,10,2016
E1352,106,10,2016
E1352,108,10,2016
E1359,18,10,2016
E13610,18,10,2016
E13618,18,10,2016
E13620,18,10,2016
E13621,18,10,2016
E13622,18,10,2016
E13628,18,10,2016
E13630,18,10,2016
E13638,18,10,2016
E13641,17,10,2016
E13649,18,10,2016
E1365,18,10,2016
E1369,18,10,2016
E138,18,10,2016
E139,19,10,2016
E15,23,10,2016
E200,23,10,2016
E208,23,10,2016
E209,23,10,2016
E210,23,10,2016
E211,23,10,2016
E212,23,10,2016
E213,23,10,2016
E214,23,10,2016
E215,23,10,2016
E220,23,10,2016
E221,23,10,2016
E222,23,10,2016
E228,23,10,2016
E229,23,10,2016
E230,23,10,2016
E231,23,10,2016
E232,23,10,2016
E233,23,10,2016
E236,23,10,2016
E237,23,10,2016
E240,23,10,2016
E241,23,10,2016
E242,23,10,2016
E243,23,10,2016
E244,23,10,2016
E248,23,10,2016
E249,23,10,2016
E250,23,10,2016
E258,23,10,2016
E259,23,10,2016
E2601,23,10,2016
E2602,23,10,2016
E2609,23,10,2016
E261,23,10,2016
E2681,23,10,2016
E2689,23,10,2016
E269,23,10,2016
E270,23,10,2016
E271,23,10,2016
E272,23,10,2016
E273,23,10,2016
E2740,23,10,2016
E2749,23,10,2016
E275,23,10,2016
E278,23,10,2016
E279,23,10,2016
E310,23,10,2016
E311,23,10,2016
E3120,23,10,2016
E3121,23,10,2016
E3122,23,10,2016
E3123,23,10,2016
E318,23,10,2016
E319,23,10,2016
E320,23,10,2016
E321,23,10,2016
E328,23,10,2016
E329,23,10,2016
E340,12,10,2016
E344,23,10,2016
E40,21,10,2016
E41,21,10,2016
E42,21,10,2016
E43,21,10,2016
E440,21,10,2016
E441,21,10,2016
E45,21,10,2016
E46,21,10,2016
E640,21,10,2016
E6601,22,10,2016
E662,22,10,2016
E700,23,10,2016
E701,23,10,2016
E7020,23,10,2016
E7021,23,10,2016
E7029,23,10,2016
E7030,23,10,2016
E70310,23,10,2016
E70311,23,10,2016
E70318,23,10,2016
E70319,23,10,2016
E70320,23,10,2016
E70321,23,10,2016
E70328,23,10,2016
E70329,23,10,2016
E70330,23,10,2016
E70331,23,10,2016
E70338,23,10,2016
E70339,23,10,2016
E7039,23,10,2016
E7040,23,10,2016
E7041,23,10,2016
E7049,23,10,2016
E705,23,10,2016
E708,23,10,2016
E709,23,10,2016
E710,23,10,2016
E71110,23,10,2016
E71111,23,10,2016
E71118,23,10,2016
E71120,23,10,2016
E71121,23,10,2016
E71128,23,10,2016
E7119,23,10,2016
E712,23,10,2016
E71310,23,10,2016
E71311,23,10,2016
E71312,23,10,2016
E71313,23,10,2016
E71314,23,10,2016
E71318,23,10,2016
E7132,23,10,2016
E7139,23,10,2016
E7140,23,10,2016
E7141,23,10,2016
E7142,23,10,2016
E7143,23,10,2016
E71440,23,10,2016
E71448,23,10,2016
E7150,23,10,2016
E71510,23,10,2016
E71511,23,10,2016
E71518,23,10,2016
E71520,23,10,2016
E71521,23,10,2016
E71522,23,10,2016
E71528,23,10,2016
E71529,23,10,2016
E7153,23,10,2016
E71540,23,10,2016
E71541,23,10,2016
E71542,23,10,2016
E71548,23,10,2016
E7200,23,10,2016
E7201,23,10,2016
E7202,23,10,2016
E7203,23,10,2016
E7204,23,10,2016
E7209,23,10,2016
E7210,23,10,2016
E7211,23,10,2016
E7212,23,10,2016
E7219,23,10,2016
E7220,23,10,2016
E7221,23,10,2016
E7222,23,10,2016
E7223,23,10,2016
E7229,23,10,2016
E723,23,10,2016
E724,23,10,2016
E7250,23,10,2016
E7251,23,10,2016
E7252,23,10,2016
E7253,23,10,2016
E7259,23,10,2016
E728,23,10,2016
E729,23,10,2016
E7400,23,10,2016
E7401,23,10,2016
E7402,23,10,2016
E7403,23,10,2016
E7404,23,10,2016
E7409,23,10,2016
E7420,23,10,2016
E7421,23,10,2016
E7429,23,10,2016
E744,23,10,2016
E748,23,10,2016
E749,23,10,2016
E7500,52,10,2016
E7501,52,10,2016
E7502,52,10,2016
E7509,52,10,2016
E7510,52,10,2016
E7511,52,10,2016
E7519,52,10,2016
E7521,23,10,2016
E7522,23,10,2016
E7523,52,10,2016
E75240,23,10,2016
E75241,23,10,2016
E75242,23,10,2016
E75243,23,10,2016
E75248,23,10,2016
E75249,23,10,2016
E7525,52,10,2016
E7529,52,10,2016
E753,23,10,2016
E754,52,10,2016
E7601,23,10,2016
E7602,23,10,2016
E7603,23,10,2016
E761,23,10,2016
E76210,23,10,2016
E76211,23,10,2016
E76219,23,10,2016
E7622,23,10,2016
E7629,23,10,2016
E763,23,10,2016
E768,23,10,2016
E769,23,10,2016
E770,23,10,2016
E771,23,10,2016
E778,23,10,2016
E779,23,10,2016
E791,23,10,2016
E792,23,10,2016
E798,23,10,2016
E799,23,10,2016
E800,23,10,2016
E801,23,10,2016
E8020,23,10,2016
E8021,23,10,2016
E8029,23,10,2016
E803,23,10,2016
E83110,23,10,2016
E840,110,10,2016
E8411,110,10,2016
E8419,110,10,2016
E848,110,10,2016
E849,110,10,2016
E850,23,10,2016
E851,23,10,2016
E852,23,10,2016
E853,23,10,2016
E854,23,10,2016
E858,23,10,2016
E859,23,10,2016
E8801,23,10,2016
E8840,23,10,2016
E8841,23,10,2016
E8842,23,10,2016
E8849,23,10,2016
E8889,23,10,2016
E892,23,10,2016
E893,23,10,2016
E896,23,10,2016
F0150,52,10,2016
F0151,51,10,2016
F0280,52,10,2016
F0281,51,10,2016
F0390,52,10,2016
F0391,51,10,2016
F04,52,10,2016
F10120,55,10,2016
F10121,55,10,2016
F10129,55,10,2016
F1014,55,10,2016
F10150,54,10,2016
F10151,54,10,2016
F10159,54,10,2016
F10180,55,10,2016
F10181,55,10,2016
F10182,55,10,2016
F10188,55,10,2016
F1019,55,10,2016
F1020,55,10,2016
F1021,55,10,2016
F10220,55,10,2016
F10221,55,10,2016
F10229,55,10,2016
F10230,55,10,2016
F10231,54,10,2016
F10232,54,10,2016
F10239,55,10,2016
F1024,55,10,2016
F10250,54,10,2016
F10251,54,10,2016
F10259,54,10,2016
F1026,54,10,2016
F1027,54,10,2016
F10280,55,10,2016
F10281,55,10,2016
F10282,55,10,2016
F10288,55,10,2016
F1029,55,10,2016
F10920,55,10,2016
F10921,55,10,2016
F10929,55,10,2016
F1094,55,10,2016
F10950,54,10,2016
F10951,54,10,2016
F10959,54,10,2016
F1096,54,10,2016
F1097,54,10,2016
F10980,55,10,2016
F10981,55,10,2016
F10982,55,10,2016
F10988,55,10,2016
F1099,55,10,2016
F11120,55,10,2016
F11121,55,10,2016
F11122,55,10,2016
F11129,55,10,2016
F1114,55,10,2016
F11150,54,10,2016
F11151,54,10,2016
F11159,54,10,2016
F11181,55,10,2016
F11182,55,10,2016
F11188,55,10,2016
F1119,55,10,2016
F1120,55,10,2016
F1121,55,10,2016
F11220,55,10,2016
F11221,55,10,2016
F11222,55,10,2016
F11229,55,10,2016
F1123,55,10,2016
F1124,55,10,2016
F11250,54,10,2016
F11251,54,10,2016
F11259,54,10,2016
F11281,55,10,2016
F11282,55,10,2016
F11288,55,10,2016
F1129,55,10,2016
F11920,55,10,2016
F11921,55,10,2016
F11922,55,10,2016
F11929,55,10,2016
F1193,55,10,2016
F1194,55,10,2016
F11950,54,10,2016
F11951,54,10,2016
F11959,54,10,2016
F11981,55,10,2016
F11982,55,10,2016
F11988,55,10,2016
F1199,55,10,2016
F12120,55,10,2016
F12121,55,10,2016
F12122,55,10,2016
F12129,55,10,2016
F12150,54,10,2016
F12151,54,10,2016
F12159,54,10,2016
F12180,55,10,2016
F12188,55,10,2016
F1219,55,10,2016
F1220,55,10,2016
F1221,55,10,2016
F12220,55,10,2016
F12221,55,10,2016
F12222,55,10,2016
F12229,55,10,2016
F12250,54,10,2016
F12251,54,10,2016
F12259,54,10,2016
F12280,55,10,2016
F12288,55,10,2016
F1229,55,10,2016
F12920,55,10,2016
F12921,55,10,2016
F12922,55,10,2016
F12929,55,10,2016
F12950,54,10,2016
F12951,54,10,2016
F12959,54,10,2016
F12980,55,10,2016
F12988,55,10,2016
F1299,55,10,2016
F13120,55,10,2016
F13121,55,10,2016
F13129,55,10,2016
F1314,55,10,2016
F13150,54,10,2016
F13151,54,10,2016
F13159,54,10,2016
F13180,55,10,2016
F13181,55,10,2016
F13182,55,10,2016
F13188,55,10,2016
F1319,55,10,2016
F1320,55,10,2016
F1321,55,10,2016
F13220,55,10,2016
F13221,55,10,2016
F13229,55,10,2016
F13230,55,10,2016
F13231,54,10,2016
F13232,54,10,2016
F13239,55,10,2016
F1324,55,10,2016
F13250,54,10,2016
F13251,54,10,2016
F13259,54,10,2016
F1326,54,10,2016
F1327,54,10,2016
F13280,55,10,2016
F13281,55,10,2016
F13282,55,10,2016
F13288,55,10,2016
F1329,55,10,2016
F13920,55,10,2016
F13921,55,10,2016
F13929,55,10,2016
F13930,55,10,2016
F13931,54,10,2016
F13932,54,10,2016
F13939,55,10,2016
F1394,55,10,2016
F13950,54,10,2016
F13951,54,10,2016
F13959,54,10,2016
F1396,54,10,2016
F1397,54,10,2016
F13980,55,10,2016
F13981,55,10,2016
F13982,55,10,2016
F13988,55,10,2016
F1399,55,10,2016
F14120,55,10,2016
F14121,55,10,2016
F14122,55,10,2016
F14129,55,10,2016
F1414,55,10,2016
F14150,54,10,2016
F14151,54,10,2016
F14159,54,10,2016
F14180,55,10,2016
F14181,55,10,2016
F14182,55,10,2016
F14188,55,10,2016
F1419,55,10,2016
F1420,55,10,2016
F1421,55,10,2016
F14220,55,10,2016
F14221,55,10,2016
F14222,55,10,2016
F14229,55,10,2016
F1423,55,10,2016
F1424,55,10,2016
F14250,54,10,2016
F14251,54,10,2016
F14259,54,10,2016
F14280,55,10,2016
F14281,55,10,2016
F14282,55,10,2016
F14288,55,10,2016
F1429,55,10,2016
F14920,55,10,2016
F14921,55,10,2016
F14922,55,10,2016
F14929,55,10,2016
F1494,55,10,2016
F14950,54,10,2016
F14951,54,10,2016
F14959,54,10,2016
F14980,55,10,2016
F14981,55,10,2016
F14982,55,10,2016
F14988,55,10,2016
F1499,55,10,2016
F15120,55,10,2016
F15121,55,10,2016
F15122,55,10,2016
F15129,55,10,2016
F1514,55,10,2016
F15150,54,10,2016
F15151,54,10,2016
F15159,54,10,2016
F15180,55,10,2016
F15181,55,10,2016
F15182,55,10,2016
F15188,55,10,2016
F1519,55,10,2016
F1520,55,10,2016
F1521,55,10,2016
F15220,55,10,2016
F15221,55,10,2016
F15222,55,10,2016
F15229,55,10,2016
F1523,55,10,2016
F1524,55,10,2016
F15250,54,10,2016
F15251,54,10,2016
F15259,54,10,2016
F15280,55,10,2016
F15281,55,10,2016
F15282,55,10,2016
F15288,55,10,2016
F1529,55,10,2016
F15920,55,10,2016
F15921,55,10,2016
F15922,55,10,2016
F15929,55,10,2016
F1593,55,10,2016
F1594,55,10,2016
F15950,54,10,2016
F15951,54,10,2016
F15959,54,10,2016
F15980,55,10,2016
F15981,55,10,2016
F15982,55,10,2016
F15988,55,10,2016
F1599,55,10,2016
F16120,55,10,2016
F16121,55,10,2016
F16122,55,10,2016
F16129,55,10,2016
F1614,55,10,2016
F16150,54,10,2016
F16151,54,10,2016
F16159,54,10,2016
F16180,55,10,2016
F16183,55,10,2016
F16188,55,10,2016
F1619,55,10,2016
F1620,55,10,2016
F1621,55,10,2016
F16220,55,10,2016
F16221,55,10,2016
F16229,55,10,2016
F1624,55,10,2016
F16250,54,10,2016
F16251,54,10,2016
F16259,54,10,2016
F16280,55,10,2016
F16283,55,10,2016
F16288,55,10,2016
F1629,55,10,2016
F16920,55,10,2016
F16921,55,10,2016
F16929,55,10,2016
F1694,55,10,2016
F16950,54,10,2016
F16951,54,10,2016
F16959,54,10,2016
F16980,55,10,2016
F16983,55,10,2016
F16988,55,10,2016
F1699,55,10,2016
F18120,55,10,2016
F18121,55,10,2016
F18129,55,10,2016
F1814,55,10,2016
F18150,54,10,2016
F18151,54,10,2016
F18159,54,10,2016
F1817,54,10,2016
F18180,55,10,2016
F18188,55,10,2016
F1819,55,10,2016
F1820,55,10,2016
F1821,55,10,2016
F18220,55,10,2016
F18221,55,10,2016
F18229,55,10,2016
F1824,55,10,2016
F18250,54,10,2016
F18251,54,10,2016
F18259,54,10,2016
F1827,54,10,2016
F18280,55,10,2016
F18288,55,10,2016
F1829,55,10,2016
F18920,55,10,2016
F18921,55,10,2016
F18929,55,10,2016
F1894,55,10,2016
F18950,54,10,2016
F18951,54,10,2016
F18959,54,10,2016
F1897,54,10,2016
F18980,55,10,2016
F18988,55,10,2016
F1899,55,10,2016
F19121,55,10,2016
F19122,55,10,2016
F19129,55,10,2016
F1914,55,10,2016
F19150,54,10,2016
F19151,54,10,2016
F19159,54,10,2016
F1916,54,10,2016
F1917,54,10,2016
F19180,55,10,2016
F19181,55,10,2016
F19182,55,10,2016
F19188,55,10,2016
F1919,55,10,2016
F1920,55,10,2016
F1921,55,10,2016
F19220,55,10,2016
F19221,55,10,2016
F19222,55,10,2016
F19229,55,10,2016
F19230,55,10,2016
F19231,54,10,2016
F19232,54,10,2016
F19239,55,10,2016
F1924,55,10,2016
F19250,54,10,2016
F19251,54,10,2016
F19259,54,10,2016
F1926,54,10,2016
F1927,54,10,2016
F19280,55,10,2016
F19281,55,10,2016
F19282,55,10,2016
F19288,55,10,2016
F1929,55,10,2016
F19920,55,10,2016
F19921,55,10,2016
F19922,55,10,2016
F19929,55,10,2016
F19930,55,10,2016
F19931,54,10,2016
F19932,54,10,2016
F19939,55,10,2016
F1994,55,10,2016
F19950,54,10,2016
F19951,54,10,2016
F19959,54,10,2016
F1996,54,10,2016
F1997,54,10,2016
F19980,55,10,2016
F19981,55,10,2016
F19982,55,10,2016
F19988,55,10,2016
F1999,55,10,2016
F200,57,10,2016
F201,57,10,2016
F202,57,10,2016
F203,57,10,2016
F205,57,10,2016
F2081,57,10,2016
F2089,57,10,2016
F209,57,10,2016
F22,58,10,2016
F24,58,10,2016
F250,57,10,2016
F251,57,10,2016
F258,57,10,2016
F259,57,10,2016
F3010,58,10,2016
F3011,58,10,2016
F3012,58,10,2016
F3013,58,10,2016
F302,58,10,2016
F303,58,10,2016
F304,58,10,2016
F308,58,10,2016
F309,58,10,2016
F310,58,10,2016
F3110,58,10,2016
F3111,58,10,2016
F3112,58,10,2016
F3113,58,10,2016
F312,58,10,2016
F3130,58,10,2016
F3131,58,10,2016
F3132,58,10,2016
F314,58,10,2016
F315,58,10,2016
F3160,58,10,2016
F3161,58,10,2016
F3162,58,10,2016
F3163,58,10,2016
F3164,58,10,2016
F3170,58,10,2016
F3171,58,10,2016
F3172,58,10,2016
F3173,58,10,2016
F3174,58,10,2016
F3175,58,10,2016
F3176,58,10,2016
F3177,58,10,2016
F3178,58,10,2016
F3181,58,10,2016
F3189,58,10,2016
F319,58,10,2016
F320,58,10,2016
F321,58,10,2016
F322,58,10,2016
F323,58,10,2016
F324,58,10,2016
F325,58,10,2016
F330,58,10,2016
F331,58,10,2016
F332,58,10,2016
F333,58,10,2016
F3340,58,10,2016
F3341,58,10,2016
F3342,58,10,2016
F338,58,10,2016
F339,58,10,2016
F348,58,10,2016
F349,58,10,2016
F39,58,10,2016
G041,72,10,2016
G0489,72,10,2016
G0491,72,10,2016
G054,72,10,2016
G10,78,10,2016
G110,72,10,2016
G111,72,10,2016
G112,72,10,2016
G113,72,10,2016
G114,72,10,2016
G118,72,10,2016
G119,72,10,2016
G120,72,10,2016
G121,72,10,2016
G1220,73,10,2016
G1221,73,10,2016
G1222,73,10,2016
G1229,73,10,2016
G128,72,10,2016
G129,72,10,2016
G130,75,10,2016
G131,75,10,2016
G132,52,10,2016
G138,52,10,2016
G20,78,10,2016
G2111,78,10,2016
G2119,78,10,2016
G212,78,10,2016
G213,78,10,2016
G214,78,10,2016
G218,78,10,2016
G219,78,10,2016
G230,78,10,2016
G231,78,10,2016
G232,78,10,2016
G238,78,10,2016
G239,78,10,2016
G300,52,10,2016
G301,52,10,2016
G308,52,10,2016
G309,52,10,2016
G3101,52,10,2016
G3109,52,10,2016
G311,52,10,2016
G312,52,10,2016
G3181,52,10,2016
G3182,52,10,2016
G3183,52,10,2016
G3185,52,10,2016
G3189,52,10,2016
G319,52,10,2016
G320,72,10,2016
G3281,72,10,2016
G35,77,10,2016
G360,77,10,2016
G361,77,10,2016
G368,77,10,2016
G369,77,10,2016
G370,77,10,2016
G371,77,10,2016
G372,77,10,2016
G373,72,10,2016
G374,72,10,2016
G375,77,10,2016
G378,77,10,2016
G379,77,10,2016
G40001,79,10,2016
G40009,79,10,2016
G40011,79,10,2016
G40019,79,10,2016
G40101,79,10,2016
G40109,79,10,2016
G40111,79,10,2016
G40119,79,10,2016
G40201,79,10,2016
G40209,79,10,2016
G40211,79,10,2016
G40219,79,10,2016
G40301,79,10,2016
G40309,79,10,2016
G40311,79,10,2016
G40319,79,10,2016
G40401,79,10,2016
G40409,79,10,2016
G40411,79,10,2016
G40419,79,10,2016
G40501,79,10,2016
G40509,79,10,2016
G40801,79,10,2016
G40802,79,10,2016
G40803,79,10,2016
G40804,79,10,2016
G40811,79,10,2016
G40812,79,10,2016
G40813,79,10,2016
G40814,79,10,2016
G40821,79,10,2016
G40822,79,10,2016
G40823,79,10,2016
G40824,79,10,2016
G4089,79,10,2016
G40901,79,10,2016
G40909,79,10,2016
G40911,79,10,2016
G40919,79,10,2016
G40A01,79,10,2016
G40A09,79,10,2016
G40A11,79,10,2016
G40A19,79,10,2016
G40B01,79,10,2016
G40B09,79,10,2016
G40B11,79,10,2016
G40B19,79,10,2016
G546,189,10,2016
G547,189,10,2016
G600,75,10,2016
G601,75,10,2016
G602,75,10,2016
G603,75,10,2016
G608,75,10,2016
G609,75,10,2016
G610,75,10,2016
G611,75,10,2016
G6181,75,10,2016
G6189,75,10,2016
G619,75,10,2016
G620,75,10,2016
G621,75,10,2016
G622,75,10,2016
G6281,75,10,2016
G6282,75,10,2016
G6289,75,10,2016
G629,75,10,2016
G63,75,10,2016
G64,75,10,2016
G650,75,10,2016
G651,75,10,2016
G652,75,10,2016
G7000,75,10,2016
G7001,75,10,2016
G701,75,10,2016
G702,75,10,2016
G7080,75,10,2016
G7081,75,10,2016
G7089,75,10,2016
G709,75,10,2016
G710,76,10,2016
G7111,76,10,2016
G7112,75,10,2016
G7113,75,10,2016
G7114,75,10,2016
G7119,75,10,2016
G712,76,10,2016
G713,75,10,2016
G718,75,10,2016
G719,75,10,2016
G720,75,10,2016
G721,75,10,2016
G722,75,10,2016
G723,75,10,2016
G7241,75,10,2016
G7249,75,10,2016
G7281,75,10,2016
G7289,75,10,2016
G729,75,10,2016
G731,75,10,2016
G733,75,10,2016
G737,75,10,2016
G800,74,10,2016
G801,74,10,2016
G802,74,10,2016
G803,74,10,2016
G804,74,10,2016
G808,74,10,2016
G809,74,10,2016
G8100,103,10,2016
G8101,103,10,2016
G8102,103,10,2016
G8103,103,10,2016
G8104,103,10,2016
G8110,103,10,2016
G8111,103,10,2016
G8112,103,10,2016
G8113,103,10,2016
G8114,103,10,2016
G8190,103,10,2016
G8191,103,10,2016
G8192,103,10,2016
G8193,103,10,2016
G8194,103,10,2016
G8220,71,10,2016
G8221,71,10,2016
G8222,71,10,2016
G8250,70,10,2016
G8251,70,10,2016
G8252,70,10,2016
G8253,70,10,2016
G8254,70,10,2016
G830,104,10,2016
G8310,104,10,2016
G8311,104,10,2016
G8312,104,10,2016
G8313,104,10,2016
G8314,104,10,2016
G8320,104,10,2016
G8321,104,10,2016
G8322,104,10,2016
G8323,104,10,2016
G8324,104,10,2016
G8330,104,10,2016
G8331,104,10,2016
G8332,104,10,2016
G8333,104,10,2016
G8334,104,10,2016
G834,72,10,2016
G835,104,10,2016
G8381,104,10,2016
G8382,104,10,2016
G8383,104,10,2016
G8384,104,10,2016
G8389,104,10,2016
G839,104,10,2016
G9001,75,10,2016
G9009,75,10,2016
G901,72,10,2016
G902,75,10,2016
G903,78,10,2016
G904,75,10,2016
G9050,75,10,2016
G90511,75,10,2016
G90512,75,10,2016
G90513,75,10,2016
G90519,75,10,2016
G90521,75,10,2016
G90522,75,10,2016
G90523,75,10,2016
G90529,75,10,2016
G9059,75,10,2016
G908,75,10,2016
G909,75,10,2016
G910,51,10,2016
G911,51,10,2016
G912,51,10,2016
G913,51,10,2016
G914,51,10,2016
