icd,cc,version,year
C251,9,10,2017
C252,9,10,2017
C253,9,10,2017
C254,9,10,2017
C257,9,10,2017
C258,9,10,2017
C259,9,10,2017
C260,11,10,2017
C261,11,10,2017
C269,11,10,2017
C300,11,10,2017
C301,11,10,2017
C310,11,10,2017
C311,11,10,2017
C312,11,10,2017
C313,11,10,2017
C318,11,10,2017
C319,11,10,2017
C320,11,10,2017
C321,11,10,2017
C322,11,10,2017
C323,11,10,2017
C328,11,10,2017
C329,11,10,2017
C33,9,10,2017
C3400,9,10,2017
C3401,9,10,2017
C3402,9,10,2017
C3410,9,10,2017
C3411,9,10,2017
C3412,9,10,2017
C342,9,10,2017
C3430,9,10,2017
C3431,9,10,2017
C3432,9,10,2017
C3480,9,10,2017
C3481,9,10,2017
C3482,9,10,2017
C3490,9,10,2017
C3491,9,10,2017
C3492,9,10,2017
C37,11,10,2017
C380,11,10,2017
C381,11,10,2017
C382,11,10,2017
C383,11,10,2017
C384,9,10,2017
C388,11,10,2017
C390,11,10,2017
C399,11,10,2017
C4000,10,10,2017
C4001,10,10,2017
C4002,10,10,2017
C4010,10,10,2017
C4011,10,10,2017
C4012,10,10,2017
C4020,10,10,2017
C4021,10,10,2017
C4022,10,10,2017
C4030,10,10,2017
C4031,10,10,2017
C4032,10,10,2017
C4080,10,10,2017
C4081,10,10,2017
C4082,10,10,2017
C4090,10,10,2017
C4091,10,10,2017
C4092,10,10,2017
C410,10,10,2017
C411,10,10,2017
C412,10,10,2017
C413,10,10,2017
C414,10,10,2017
C419,10,10,2017
C430,12,10,2017
C4310,12,10,2017
C4311,12,10,2017
C4312,12,10,2017
C4320,12,10,2017
C4321,12,10,2017
C4322,12,10,2017
C4330,12,10,2017
C4331,12,10,2017
C4339,12,10,2017
C434,12,10,2017
C4351,12,10,2017
C4352,12,10,2017
C4359,12,10,2017
C4360,12,10,2017
C4361,12,10,2017
C4362,12,10,2017
C4370,12,10,2017
C4371,12,10,2017
C4372,12,10,2017
C438,12,10,2017
C439,12,10,2017
C450,9,10,2017
C451,9,10,2017
C452,9,10,2017
C457,9,10,2017
C459,9,10,2017
C460,10,10,2017
C461,10,10,2017
C462,10,10,2017
C463,10,10,2017
C464,10,10,2017
C4650,10,10,2017
C4651,10,10,2017
C4652,10,10,2017
C467,10,10,2017
C469,10,10,2017
C470,10,10,2017
C4710,10,10,2017
C4711,10,10,2017
C4712,10,10,2017
C4720,10,10,2017
C4721,10,10,2017
C4722,10,10,2017
C473,10,10,2017
C474,10,10,2017
C475,10,10,2017
C476,10,10,2017
C478,10,10,2017
C479,10,10,2017
C480,9,10,2017
C481,9,10,2017
C482,9,10,2017
C488,9,10,2017
C490,10,10,2017
C4910,10,10,2017
C4911,10,10,2017
C4912,10,10,2017
C4920,10,10,2017
C4921,10,10,2017
C4922,10,10,2017
C493,10,10,2017
C494,10,10,2017
C495,10,10,2017
C496,10,10,2017
C498,10,10,2017
C499,10,10,2017
C49A0,10,10,2017
C49A1,10,10,2017
C49A2,10,10,2017
C49A3,10,10,2017
C49A4,10,10,2017
C49A5,10,10,2017
C49A9,10,10,2017
C4A0,12,10,2017
C4A10,12,10,2017
C4A11,12,10,2017
C4A12,12,10,2017
C4A20,12,10,2017
C4A21,12,10,2017
C4A22,12,10,2017
C4A30,12,10,2017
C4A31,12,10,2017
C4A39,12,10,2017
C4A4,12,10,2017
C4A51,12,10,2017
C4A52,12,10,2017
C4A59,12,10,2017
C4A60,12,10,2017
C4A61,12,10,2017
C4A62,12,10,2017
C4A70,12,10,2017
C4A71,12,10,2017
C4A72,12,10,2017
C4A8,12,10,2017
C4A9,12,10,2017
C50011,12,10,2017
C50012,12,10,2017
C50019,12,10,2017
C50021,12,10,2017
C50022,12,10,2017
C50029,12,10,2017
C50111,12,10,2017
C50112,12,10,2017
C50119,12,10,2017
C50121,12,10,2017
C50122,12,10,2017
C50129,12,10,2017
C50211,12,10,2017
C50212,12,10,2017
C50219,12,10,2017
C50221,12,10,2017
C50222,12,10,2017
C50229,12,10,2017
C50311,12,10,2017
C50312,12,10,2017
C50319,12,10,2017
C50321,12,10,2017
C50322,12,10,2017
C50329,12,10,2017
C50411,12,10,2017
C50412,12,10,2017
C50419,12,10,2017
C50421,12,10,2017
C50422,12,10,2017
C50429,12,10,2017
C50511,12,10,2017
C50512,12,10,2017
C50519,12,10,2017
C50521,12,10,2017
C50522,12,10,2017
C50529,12,10,2017
C50611,12,10,2017
C50612,12,10,2017
C50619,12,10,2017
C50621,12,10,2017
C50622,12,10,2017
C50629,12,10,2017
C50811,12,10,2017
C50812,12,10,2017
C50819,12,10,2017
C50821,12,10,2017
C50822,12,10,2017
C50829,12,10,2017
C50911,12,10,2017
C50912,12,10,2017
C50919,12,10,2017
C50921,12,10,2017
C50922,12,10,2017
C50929,12,10,2017
C510,11,10,2017
C511,11,10,2017
C512,11,10,2017
C518,11,10,2017
C519,11,10,2017
C52,11,10,2017
C530,11,10,2017
C531,11,10,2017
C538,11,10,2017
C539,11,10,2017
C540,12,10,2017
C541,12,10,2017
C542,12,10,2017
C543,12,10,2017
C548,12,10,2017
C549,12,10,2017
C55,12,10,2017
C561,10,10,2017
C562,10,10,2017
C569,10,10,2017
C5700,10,10,2017
C5701,10,10,2017
C5702,10,10,2017
C5710,10,10,2017
C5711,10,10,2017
C5712,10,10,2017
C5720,10,10,2017
C5721,10,10,2017
C5722,10,10,2017
C573,10,10,2017
C574,10,10,2017
C577,11,10,2017
C578,11,10,2017
C579,11,10,2017
C58,10,10,2017
C600,12,10,2017
C601,12,10,2017
C602,12,10,2017
C608,12,10,2017
C609,12,10,2017
C61,12,10,2017
C6200,12,10,2017
C6201,12,10,2017
C6202,12,10,2017
C6210,12,10,2017
C6211,12,10,2017
C6212,12,10,2017
C6290,12,10,2017
C6291,12,10,2017
C6292,12,10,2017
C6300,12,10,2017
C6301,12,10,2017
C6302,12,10,2017
C6310,12,10,2017
C6311,12,10,2017
C6312,12,10,2017
C632,12,10,2017
C637,12,10,2017
C638,12,10,2017
C639,12,10,2017
C641,11,10,2017
C642,11,10,2017
C649,11,10,2017
C651,11,10,2017
C652,11,10,2017
C659,11,10,2017
C661,11,10,2017
C662,11,10,2017
C669,11,10,2017
C670,11,10,2017
C671,11,10,2017
C672,11,10,2017
C673,11,10,2017
C674,11,10,2017
C675,11,10,2017
C676,11,10,2017
C677,11,10,2017
C678,11,10,2017
C679,11,10,2017
C680,11,10,2017
C681,11,10,2017
C688,11,10,2017
C689,11,10,2017
C6900,12,10,2017
C6901,12,10,2017
C6902,12,10,2017
C6910,12,10,2017
C6911,12,10,2017
C6912,12,10,2017
C6920,12,10,2017
C6921,12,10,2017
C6922,12,10,2017
C6930,12,10,2017
C6931,12,10,2017
C6932,12,10,2017
C6940,12,10,2017
C6941,12,10,2017
C6942,12,10,2017
C6950,12,10,2017
C6951,12,10,2017
C6952,12,10,2017
C6960,12,10,2017
C6961,12,10,2017
C6962,12,10,2017
C6980,12,10,2017
C6981,12,10,2017
C6982,12,10,2017
C6990,12,10,2017
C6991,12,10,2017
C6992,12,10,2017
C700,10,10,2017
C701,10,10,2017
C709,10,10,2017
C710,10,10,2017
C711,10,10,2017
C712,10,10,2017
C713,10,10,2017
C714,10,10,2017
C715,10,10,2017
C716,10,10,2017
C717,10,10,2017
C718,10,10,2017
C719,10,10,2017
C720,10,10,2017
C721,10,10,2017
C7220,10,10,2017
C7221,10,10,2017
C7222,10,10,2017
C7230,10,10,2017
C7231,10,10,2017
C7232,10,10,2017
C7240,10,10,2017
C7241,10,10,2017
C7242,10,10,2017
C7250,10,10,2017
C7259,10,10,2017
C729,10,10,2017
C73,12,10,2017
C7400,10,10,2017
C7401,10,10,2017
C7402,10,10,2017
C7410,10,10,2017
C7411,10,10,2017
C7412,10,10,2017
C7490,10,10,2017
C7491,10,10,2017
C7492,10,10,2017
C750,12,10,2017
C751,10,10,2017
C752,10,10,2017
C753,10,10,2017
C754,12,10,2017
C755,12,10,2017
C758,12,10,2017
C759,12,10,2017
C760,12,10,2017
C761,12,10,2017
C762,12,10,2017
C763,12,10,2017
C7640,12,10,2017
C7641,12,10,2017
C7642,12,10,2017
C7650,12,10,2017
C7651,12,10,2017
C7652,12,10,2017
C768,12,10,2017
C770,8,10,2017
C771,8,10,2017
C772,8,10,2017
C773,10,10,2017
C774,8,10,2017
C775,8,10,2017
C778,8,10,2017
C779,10,10,2017
C7800,8,10,2017
C7801,8,10,2017
C7802,8,10,2017
C781,8,10,2017
C782,8,10,2017
C7830,8,10,2017
C7839,8,10,2017
C784,8,10,2017
C785,8,10,2017
C786,8,10,2017
C787,8,10,2017
C7880,8,10,2017
C7889,8,10,2017
C7900,8,10,2017
C7901,8,10,2017
C7902,8,10,2017
C7910,8,10,2017
C7911,8,10,2017
C7919,8,10,2017
C792,10,10,2017
C7931,8,10,2017
C7932,8,10,2017
C7940,8,10,2017
C7949,8,10,2017
C7951,8,10,2017
C7952,8,10,2017
C7960,8,10,2017
C7961,8,10,2017
C7962,8,10,2017
C7970,8,10,2017
C7971,8,10,2017
C7972,8,10,2017
C7981,10,10,2017
C7982,10,10,2017
C7989,8,10,2017
C799,8,10,2017
C7A00,12,10,2017
C7A010,12,10,2017
C7A011,12,10,2017
C7A012,12,10,2017
C7A019,12,10,2017
C7A020,12,10,2017
C7A021,12,10,2017
C7A022,12,10,2017
C7A023,12,10,2017
C7A024,12,10,2017
C7A025,12,10,2017
C7A026,12,10,2017
C7A029,12,10,2017
C7A090,12,10,2017
C7A091,12,10,2017
C7A092,12,10,2017
C7A093,12,10,2017
C7A094,12,10,2017
C7A095,12,10,2017
C7A096,12,10,2017
C7A098,12,10,2017
C7A1,12,10,2017
C7A8,12,10,2017
C7B00,8,10,2017
C7B01,8,10,2017
C7B02,8,10,2017
C7B03,8,10,2017
C7B04,8,10,2017
C7B09,8,10,2017
C7B1,8,10,2017
C7B8,8,10,2017
C800,8,10,2017
C801,12,10,2017
C802,12,10,2017
C8100,10,10,2017
C8101,10,10,2017
C8102,10,10,2017
C8103,10,10,2017
C8104,10,10,2017
C8105,10,10,2017
C8106,10,10,2017
C8107,10,10,2017
C8108,10,10,2017
C8109,10,10,2017
C8110,10,10,2017
C8111,10,10,2017
C8112,10,10,2017
C8113,10,10,2017
C8114,10,10,2017
C8115,10,10,2017
C8116,10,10,2017
C8117,10,10,2017
C8118,10,10,2017
C8119,10,10,2017
C8120,10,10,2017
C8121,10,10,2017
C8122,10,10,2017
C8123,10,10,2017
C8124,10,10,2017
C8125,10,10,2017
C8126,10,10,2017
C8127,10,10,2017
C8128,10,10,2017
C8129,10,10,2017
C8130,10,10,2017
C8131,10,10,2017
C8132,10,10,2017
C8133,10,10,2017
C8134,10,10,2017
C8135,10,10,2017
C8136,10,10,2017
C8137,10,10,2017
C8138,10,10,2017
C8139,10,10,2017
C8140,10,10,2017
C8141,10,10,2017
C8142,10,10,2017
C8143,10,10,2017
C8144,10,10,2017
C8145,10,10,2017
C8146,10,10,2017
C8147,10,10,2017
C8148,10,10,2017
C8149,10,10,2017
C8170,10,10,2017
C8171,10,10,2017
C8172,10,10,2017
C8173,10,10,2017
C8174,10,10,2017
C8175,10,10,2017
C8176,10,10,2017
C8177,10,10,2017
C8178,10,10,2017
C8179,10,10,2017
C8190,10,10,2017
C8191,10,10,2017
C8192,10,10,2017
C8193,10,10,2017
C8194,10,10,2017
C8195,10,10,2017
C8196,10,10,2017
C8197,10,10,2017
C8198,10,10,2017
C8199,10,10,2017
C8200,10,10,2017
C8201,10,10,2017
C8202,10,10,2017
C8203,10,10,2017
C8204,10,10,2017
C8205,10,10,2017
C8206,10,10,2017
C8207,10,10,2017
C8208,10,10,2017
C8209,10,10,2017
C8210,10,10,2017
C8211,10,10,2017
C8212,10,10,2017
C8213,10,10,2017
C8214,10,10,2017
C8215,10,10,2017
C8216,10,10,2017
C8217,10,10,2017
C8218,10,10,2017
C8219,10,10,2017
C8220,10,10,2017
C8221,10,10,2017
C8222,10,10,2017
C8223,10,10,2017
C8224,10,10,2017
C8225,10,10,2017
C8226,10,10,2017
C8227,10,10,2017
C8228,10,10,2017
C8229,10,10,2017
C8230,10,10,2017
C8231,10,10,2017
C8232,10,10,2017
C8233,10,10,2017
C8234,10,10,2017
C8235,10,10,2017
C8236,10,10,2017
C8237,10,10,2017
C8238,10,10,2017
C8239,10,10,2017
C8240,10,10,2017
C8241,10,10,2017
C8242,10,10,2017
C8243,10,10,2017
C8244,10,10,2017
C8245,10,10,2017
C8246,10,10,2017
C8247,10,10,2017
C8248,10,10,2017
C8249,10,10,2017
C8250,10,10,2017
C8251,10,10,2017
C8252,10,10,2017
C8253,10,10,2017
C8254,10,10,2017
C8255,10,10,2017
C8256,10,10,2017
C8257,10,10,2017
C8258,10,10,2017
C8259,10,10,2017
C8260,10,10,2017
C8261,10,10,2017
C8262,10,10,2017
C8263,10,10,2017
C8264,10,10,2017
C8265,10,10,2017
C8266,10,10,2017
C8267,10,10,2017
C8268,10,10,2017
C8269,10,10,2017
C8280,10,10,2017
C8281,10,10,2017
C8282,10,10,2017
C8283,10,10,2017
C8284,10,10,2017
C8285,10,10,2017
C8286,10,10,2017
C8287,10,10,2017
C8288,10,10,2017
C8289,10,10,2017
C8290,10,10,2017
C8291,10,10,2017
C8292,10,10,2017
C8293,10,10,2017
C8294,10,10,2017
C8295,10,10,2017
C8296,10,10,2017
C8297,10,10,2017
C8298,10,10,2017
C8299,10,10,2017
C8300,10,10,2017
C8301,10,10,2017
C8302,10,10,2017
C8303,10,10,2017
C8304,10,10,2017
C8305,10,10,2017
C8306,10,10,2017
C8307,10,10,2017
C8308,10,10,2017
C8309,10,10,2017
C8310,10,10,2017
C8311,10,10,2017
C8312,10,10,2017
C8313,10,10,2017
C8314,10,10,2017
C8315,10,10,2017
C8316,10,10,2017
C8317,10,10,2017
C8318,10,10,2017
C8319,10,10,2017
C8330,10,10,2017
C8331,10,10,2017
C8332,10,10,2017
C8333,10,10,2017
C8334,10,10,2017
C8335,10,10,2017
C8336,10,10,2017
C8337,10,10,2017
C8338,10,10,2017
C8339,10,10,2017
C8350,10,10,2017
C8351,10,10,2017
C8352,10,10,2017
C8353,10,10,2017
C8354,10,10,2017
C8355,10,10,2017
C8356,10,10,2017
C8357,10,10,2017
C8358,10,10,2017
C8359,10,10,2017
C8370,10,10,2017
C8371,10,10,2017
C8372,10,10,2017
C8373,10,10,2017
C8374,10,10,2017
C8375,10,10,2017
C8376,10,10,2017
C8377,10,10,2017
C8378,10,10,2017
C8379,10,10,2017
C8380,10,10,2017
C8381,10,10,2017
C8382,10,10,2017
C8383,10,10,2017
C8384,10,10,2017
C8385,10,10,2017
C8386,10,10,2017
C8387,10,10,2017
C8388,10,10,2017
C8389,10,10,2017
C8390,10,10,2017
C8391,10,10,2017
C8392,10,10,2017
C8393,10,10,2017
C8394,10,10,2017
C8395,10,10,2017
C8396,10,10,2017
C8397,10,10,2017
C8398,10,10,2017
C8399,10,10,2017
C8400,10,10,2017
C8401,10,10,2017
C8402,10,10,2017
C8403,10,10,2017
C8404,10,10,2017
C8405,10,10,2017
C8406,10,10,2017
C8407,10,10,2017
C8408,10,10,2017
C8409,10,10,2017
C8410,10,10,2017
C8411,10,10,2017
C8412,10,10,2017
C8413,10,10,2017
C8414,10,10,2017
C8415,10,10,2017
C8416,10,10,2017
C8417,10,10,2017
C8418,10,10,2017
C8419,10,10,2017
C8440,10,10,2017
C8441,10,10,2017
C8442,10,10,2017
C8443,10,10,2017
C8444,10,10,2017
C8445,10,10,2017
C8446,10,10,2017
C8447,10,10,2017
C8448,10,10,2017
C8449,10,10,2017
C8460,10,10,2017
C8461,10,10,2017
C8462,10,10,2017
C8463,10,10,2017
C8464,10,10,2017
C8465,10,10,2017
C8466,10,10,2017
C8467,10,10,2017
C8468,10,10,2017
C8469,10,10,2017
C8470,10,10,2017
C8471,10,10,2017
C8472,10,10,2017
C8473,10,10,2017
C8474,10,10,2017
C8475,10,10,2017
C8476,10,10,2017
C8477,10,10,2017
C8478,10,10,2017
C8479,10,10,2017
C8490,10,10,2017
C8491,10,10,2017
C8492,10,10,2017
C8493,10,10,2017
C8494,10,10,2017
C8495,10,10,2017
C8496,10,10,2017
C8497,10,10,2017
C8498,10,10,2017
C8499,10,10,2017
C84A0,10,10,2017
C84A1,10,10,2017
C84A2,10,10,2017
C84A3,10,10,2017
C84A4,10,10,2017
C84A5,10,10,2017
C84A6,10,10,2017
C84A7,10,10,2017
C84A8,10,10,2017
C84A9,10,10,2017
C84Z0,10,10,2017
C84Z1,10,10,2017
C84Z2,10,10,2017
C84Z3,10,10,2017
C84Z4,10,10,2017
C84Z5,10,10,2017
C84Z6,10,10,2017
C84Z7,10,10,2017
C84Z8,10,10,2017
C84Z9,10,10,2017
C8510,10,10,2017
C8511,10,10,2017
C8512,10,10,2017
C8513,10,10,2017
C8514,10,10,2017
C8515,10,10,2017
C8516,10,10,2017
C8517,10,10,2017
C8518,10,10,2017
C8519,10,10,2017
C8520,10,10,2017
C8521,10,10,2017
C8522,10,10,2017
C8523,10,10,2017
C8524,10,10,2017
C8525,10,10,2017
C8526,10,10,2017
C8527,10,10,2017
C8528,10,10,2017
C8529,10,10,2017
C8580,10,10,2017
C8581,10,10,2017
C8582,10,10,2017
C8583,10,10,2017
C8584,10,10,2017
C8585,10,10,2017
C8586,10,10,2017
C8587,10,10,2017
C8588,10,10,2017
C8589,10,10,2017
C8590,10,10,2017
C8591,10,10,2017
C8592,10,10,2017
C8593,10,10,2017
C8594,10,10,2017
C8595,10,10,2017
C8596,10,10,2017
C8597,10,10,2017
C8598,10,10,2017
C8599,10,10,2017
C860,10,10,2017
C861,10,10,2017
C862,10,10,2017
C863,10,10,2017
C864,10,10,2017
C865,10,10,2017
C866,10,10,2017
C880,23,10,2017
C882,10,10,2017
C883,10,10,2017
C884,10,10,2017
C888,10,10,2017
C889,10,10,2017
C9000,9,10,2017
C9001,9,10,2017
C9002,9,10,2017
C9010,9,10,2017
C9011,9,10,2017
C9012,9,10,2017
C9020,9,10,2017
C9021,9,10,2017
C9022,9,10,2017
C9030,10,10,2017
C9031,10,10,2017
C9032,10,10,2017
C9100,8,10,2017
C9101,8,10,2017
C9102,8,10,2017
C9110,10,10,2017
C9111,10,10,2017
C9112,10,10,2017
C9130,10,10,2017
C9131,10,10,2017
C9132,10,10,2017
C9140,10,10,2017
C9141,10,10,2017
C9142,10,10,2017
C9150,10,10,2017
C9151,10,10,2017
C9152,10,10,2017
C9160,10,10,2017
C9161,10,10,2017
C9162,10,10,2017
C9190,10,10,2017
C9191,10,10,2017
C9192,10,10,2017
C91A0,10,10,2017
C91A1,10,10,2017
C91A2,10,10,2017
C91Z0,10,10,2017
C91Z1,10,10,2017
C91Z2,10,10,2017
C9200,8,10,2017
C9201,8,10,2017
C9202,8,10,2017
C9210,9,10,2017
C9211,9,10,2017
C9212,9,10,2017
C9220,9,10,2017
C9221,9,10,2017
C9222,9,10,2017
C9230,9,10,2017
C9231,9,10,2017
C9232,9,10,2017
C9240,8,10,2017
C9241,8,10,2017
C9242,8,10,2017
C9250,8,10,2017
C9251,8,10,2017
C9252,8,10,2017
C9260,8,10,2017
C9261,8,10,2017
C9262,8,10,2017
C9290,9,10,2017
C9291,9,10,2017
C9292,9,10,2017
C92A0,8,10,2017
C92A1,8,10,2017
C92A2,8,10,2017
C92Z0,9,10,2017
C92Z1,9,10,2017
C92Z2,9,10,2017
C9300,8,10,2017
C9301,8,10,2017
C9302,8,10,2017
C9310,9,10,2017
C9311,9,10,2017
C9312,9,10,2017
C9330,9,10,2017
C9331,9,10,2017
C9332,9,10,2017
C9390,9,10,2017
C9391,9,10,2017
C9392,9,10,2017
C93Z0,9,10,2017
C93Z1,9,10,2017
C93Z2,9,10,2017
C9400,8,10,2017
C9401,8,10,2017
C9402,8,10,2017
C9420,8,10,2017
C9421,8,10,2017
C9422,8,10,2017
C9430,9,10,2017
C9431,9,10,2017
C9432,9,10,2017
C9440,8,10,2017
C9441,8,10,2017
C9442,8,10,2017
C946,48,10,2017
C9480,9,10,2017
C9481,9,10,2017
C9482,9,10,2017
C9500,8,10,2017
C9501,8,10,2017
C9502,8,10,2017
C9510,10,10,2017
C9511,10,10,2017
C9512,10,10,2017
C9590,10,10,2017
C9591,10,10,2017
C9592,10,10,2017
C960,10,10,2017
C962,10,10,2017
C964,10,10,2017
C965,10,10,2017
C966,10,10,2017
C969,10,10,2017
C96A,10,10,2017
C96Z,10,10,2017
D030,12,10,2017
D0310,12,10,2017
D0311,12,10,2017
D0312,12,10,2017
D0320,12,10,2017
D0321,12,10,2017
D0322,12,10,2017
D0330,12,10,2017
D0339,12,10,2017
D034,12,10,2017
D0351,12,10,2017
D0352,12,10,2017
D0359,12,10,2017
D0360,12,10,2017
D0361,12,10,2017
D0362,12,10,2017
D0370,12,10,2017
D0371,12,10,2017
D0372,12,10,2017
D038,12,10,2017
D039,12,10,2017
D1802,12,10,2017
D320,12,10,2017
D321,12,10,2017
D329,12,10,2017
D330,12,10,2017
D331,12,10,2017
D332,12,10,2017
D333,12,10,2017
D334,12,10,2017
D337,12,10,2017
D339,12,10,2017
D352,12,10,2017
D353,12,10,2017
D354,12,10,2017
D420,12,10,2017
D421,12,10,2017
D429,12,10,2017
D430,12,10,2017
D431,12,10,2017
D432,12,10,2017
D433,12,10,2017
D434,12,10,2017
D438,12,10,2017
D439,12,10,2017
D443,12,10,2017
D444,12,10,2017
D445,12,10,2017
D446,12,10,2017
D447,12,10,2017
D45,48,10,2017
D460,46,10,2017
D461,46,10,2017
D4620,46,10,2017
D4621,46,10,2017
D4622,46,10,2017
D464,46,10,2017
D469,46,10,2017
D46A,46,10,2017
D46B,46,10,2017
D46C,46,10,2017
D46Z,46,10,2017
D471,48,10,2017
D473,48,10,2017
D474,46,10,2017
D479,48,10,2017
D47Z1,48,10,2017
D47Z2,48,10,2017
D47Z9,48,10,2017
D496,12,10,2017
D550,48,10,2017
D551,48,10,2017
D552,48,10,2017
D553,48,10,2017
D558,48,10,2017
D559,48,10,2017
D560,48,10,2017
D561,48,10,2017
D562,48,10,2017
D564,48,10,2017
D565,48,10,2017
D568,48,10,2017
D5700,46,10,2017
D5701,46,10,2017
D5702,46,10,2017
D571,46,10,2017
D5720,46,10,2017
D57211,46,10,2017
D57212,46,10,2017
D57219,46,10,2017
D573,48,10,2017
D5740,46,10,2017
D57411,46,10,2017
D57412,46,10,2017
D57419,46,10,2017
D5780,46,10,2017
D57811,46,10,2017
D57812,46,10,2017
D57819,46,10,2017
D580,48,10,2017
D581,48,10,2017
D582,48,10,2017
D588,48,10,2017
D589,48,10,2017
D590,46,10,2017
D591,46,10,2017
D592,46,10,2017
D593,46,10,2017
D594,46,10,2017
D595,46,10,2017
D596,46,10,2017
D598,46,10,2017
D599,46,10,2017
D600,46,10,2017
D601,46,10,2017
D608,46,10,2017
D609,46,10,2017
D6101,46,10,2017
D6109,46,10,2017
D611,46,10,2017
D612,46,10,2017
D613,46,10,2017
D61810,47,10,2017
D61811,47,10,2017
